[1/11/23, 3:41:34 p. m.] Gen Filtrada: ‎Los mensajes y las llamadas están cifrados de extremo a extremo. Solo las personas en este chat pueden leerlos, escucharlos o compartirlos.
[1/11/23, 3:41:34 p. m.] Venegas: ‎Venegas creó este grupo.
‎[30/9/24, 2:27:30 p. m.] ~ Paula 🐨: ‎sticker omitido
[30/9/24, 4:36:17 p. m.] Gerard: Me equivoqué sorry
[30/9/24, 4:36:22 p. m.] Gerard: 🥺
‎[30/9/24, 4:37:08 p. m.] Venegas: ‎Video omitido
[6/10/24, 11:35:28 a. m.] Gustavo Amador: Hola
Una pregunta... alguno sabe cuanto se suele cobrar por una clase de admision? Como de 2h 30
[6/10/24, 2:01:57 p. m.] Venegas: Di yo he visto gente que cobra de 6 a 10 la hora, la verdad
[6/10/24, 2:02:01 p. m.] Venegas: Depende
[6/10/24, 3:15:11 p. m.] Gustavo Amador: Ah ya 
Gracias
‎[8/10/24, 10:27:25 a. m.] Venegas: ‎imagen omitida
[8/10/24, 12:30:12 p. m.] Venegas: Le pregunté a Ifigenia
[8/10/24, 12:30:16 p. m.] Venegas: Si la puede hacer virtual
[8/10/24, 12:30:21 p. m.] Venegas: Así queda el vídeo
[8/10/24, 12:30:27 p. m.] Venegas: y no tienen que verlo hoy
[8/10/24, 12:30:32 p. m.] Venegas: Para estudiar numérico para mañana
[8/10/24, 12:30:37 p. m.] Venegas: El que quiere apoya con reaccion
[8/10/24, 12:30:43 p. m.] Venegas: Y que no que me la ch...
[8/10/24, 12:30:44 p. m.] Venegas: JAJJAJA
[8/10/24, 12:30:55 p. m.] Venegas: No no, pero en serio, el que quiera que apoye, sino pos ni modo
[8/10/24, 12:31:23 p. m.] Venegas: Ya la mae contesti
[8/10/24, 12:31:27 p. m.] Venegas: Porfa respondan
[8/10/24, 12:31:30 p. m.] Venegas: Si les parece
‎[8/10/24, 2:14:38 p. m.] Venegas: ‎sticker omitido
‎[8/10/24, 7:55:35 p. m.] Alejandro Brenes: ‎imagen omitida
‎[8/10/24, 7:55:35 p. m.] Alejandro Brenes: ‎imagen omitida
‎[8/10/24, 7:55:35 p. m.] Alejandro Brenes: ‎imagen omitida
‎[8/10/24, 7:55:36 p. m.] Alejandro Brenes: ‎imagen omitida
‎[8/10/24, 7:55:36 p. m.] Alejandro Brenes: ‎imagen omitida
‎[8/10/24, 7:55:36 p. m.] Alejandro Brenes: ‎imagen omitida
‎[8/10/24, 7:55:36 p. m.] Alejandro Brenes: ‎imagen omitida
‎[8/10/24, 7:55:37 p. m.] Alejandro Brenes: ‎imagen omitida
[8/10/24, 7:56:15 p. m.] Venegas: Qué god Ale
[8/10/24, 7:56:24 p. m.] Javier Hernández: Muchas gracias mae!
[8/10/24, 7:56:45 p. m.] Ashley Padilla: Muchísimas gracias 🥹🥹
[8/10/24, 7:56:45 p. m.] Juan Pablo M.: muchas graciasss :)
‎[8/10/24, 7:56:49 p. m.] Ashley Padilla: ‎sticker omitido
‎[9/10/24, 11:49:54 a. m.] Venegas: ‎sticker omitido
[12/10/24, 2:24:15 p. m.] Javier Hernández: Ya están las notas de estadística 🫣
[15/10/24, 8:32:22 p. m.] Corella: ‎ENCUESTA:
Uy maes, papi hizo ceviche un día de estos y vendió en el trabajo y les gustó bastante entonces le encargaron de nuevo y va a hacer para el viernes
Si quieren ceviche para el viernes ahí les puedo llevar si se apuntan, vale 2000 la tacita con una jalapeña
‎OPCIÓN: Me apunto (7 votos)
‎OPCIÓN: Nah (0 votos)
[15/10/24, 8:36:46 p. m.] Gerard: Qué es jalapeña?
‎[15/10/24, 8:37:13 p. m.] Corella: ‎imagen omitida
[15/10/24, 8:37:22 p. m.] Gerard: Aaa
[15/10/24, 8:37:24 p. m.] Gerard: 10/10
[15/10/24, 8:37:29 p. m.] Juan Pablo M.: uff
[18/10/24, 10:51:20 a. m.] Luis Fer Amey: Juan Ga: voy a hacer la tarea 3 más corta 
La tarea: más larga
‎[18/10/24, 10:51:53 a. m.] Luis Fer Amey: ‎sticker omitido
‎[18/10/24, 11:33:07 a. m.] Javier Hernández: ‎sticker omitido
‎[18/10/24, 9:56:10 p. m.] Corella: ‎imagen omitida
[18/10/24, 9:56:19 p. m.] Corella: ‎ENCUESTA:
Ceviche
‎OPCIÓN: Si (3 votos)
‎OPCIÓN: No (0 votos)
‎[21/10/24, 12:33:15 a. m.] Venegas: ‎imagen omitida
‎[21/10/24, 12:39:42 a. m.] Venegas: ‎imagen omitida
[23/10/24, 5:35:59 p. m.] Venegas: Yo digo que ausencia grupal, en vez de ver materia nueva en Conti
[23/10/24, 5:36:00 p. m.] Venegas: La verdad
[23/10/24, 5:36:01 p. m.] Venegas: JAJAJAJA
‎[23/10/24, 5:36:12 p. m.] Venegas: ‎sticker omitido
[29/10/24, 9:32:09 p. m.] Luis Fer Amey: Literalmente no pudo estar peor
[29/10/24, 9:32:24 p. m.] Juan Pablo M.: coincido
[29/10/24, 9:32:36 p. m.] Venegas: No es que fue bien?
[29/10/24, 9:32:49 p. m.] Juan Pablo M.: largo, los ejercicios más difíciles que encontró, a formulazos
‎[29/10/24, 9:37:11 p. m.] Felix: ‎sticker omitido
[29/10/24, 9:38:30 p. m.] Santiago Actuariales: Legal
[29/10/24, 10:06:03 p. m.] Luis Fer Amey: Pero es que el examen estaba muy violento
[29/10/24, 10:38:21 p. m.] Venegas: Maes, una pregunta
Si le pongo a Ifigenia en el grupo "Que si lo resolvemos el examen, bien y lo subimos a MV o algo así, antes de mañana, que considere darnos unos 5 - 10 pts, sobre la nota del examen?"
O lo ven muy f?
[29/10/24, 10:39:06 p. m.] Luis Fer Amey: O sea nada pierde en intentar, pero es que antes de mañana no sé
[29/10/24, 10:39:23 p. m.] Venegas: O sea, tipo antes de que ella lo resuelva en clases pues
[29/10/24, 10:39:35 p. m.] Gerard: Yo lo veo muy f, pero yo lo apoyo si lo pide
[29/10/24, 10:39:39 p. m.] Venegas: O sea, lo que digo es si me van apoyar con la idea, porque sino es vara preguntarle
[29/10/24, 10:40:51 p. m.] Juan Pablo M.: antes de mañana por favor no jajaja
[29/10/24, 10:43:24 p. m.] Javier Hernández: Yo prefiero esperar a que lo revise, porque incluso podría hacer curva o algo así
[29/10/24, 10:43:39 p. m.] Venegas: Pero eso solo es si a todos les fue mal
[31/10/24, 11:28:01 a. m.] Sofía Bocker: ‎Cambió tu código de seguridad con Sofía Bocker.
[6/11/24, 5:43:29 p. m.] Luis Fer Amey: voy a matar a dixon
[6/11/24, 5:43:37 p. m.] Corella: x2
[6/11/24, 5:43:39 p. m.] Venegas: JAJAKJSJKASJKAS
[6/11/24, 5:43:42 p. m.] Javier Hernández: X3
[6/11/24, 5:43:44 p. m.] Venegas: Amey Potoy
[6/11/24, 5:43:46 p. m.] Venegas: KJAKJSAKJSJKASJASKJASAS
[6/11/24, 5:43:47 p. m.] Venegas: X4
[6/11/24, 5:43:54 p. m.] Venegas: Siempre es bueno funar a dixon
[6/11/24, 5:44:03 p. m.] Venegas: Qué lindo que las costumbres no se pierdan XD
[6/11/24, 5:44:28 p. m.] Juan Pablo M.: x5 ‎<Se editó este mensaje.>
[6/11/24, 5:44:36 p. m.] Corella: JAJAJAJA
[8/11/24, 8:21:38 a. m.] ~ Heizel Obando Leiva: ‎Cambió tu código de seguridad con ‪+506 8982 2719‬.
‎[8/11/24, 9:50:37 p. m.] Gustavo Amador: ‎imagen omitida
[11/11/24, 12:54:17 p. m.] Ashley Padilla: El miércoles virtual
‎[11/11/24, 12:54:56 p. m.] Corella: ‎sticker omitido
‎[11/11/24, 12:55:17 p. m.] Javier Hernández: ‎sticker omitido
[11/11/24, 12:56:19 p. m.] Marco Guardia: y el examen? 😂
[11/11/24, 1:07:57 p. m.] Venegas: Tenemos algo el lunes?
[11/11/24, 1:08:00 p. m.] Venegas: El martes es Conti
‎[11/11/24, 1:08:03 p. m.] Venegas: ‎sticker omitido
[11/11/24, 1:08:17 p. m.] Venegas: MIERCOLES
[11/11/24, 1:08:19 p. m.] Venegas: virtual
[11/11/24, 1:08:19 p. m.] Gustavo Amador: si, el proyecto
‎[11/11/24, 1:08:20 p. m.] Venegas: ‎sticker omitido
[11/11/24, 1:08:22 p. m.] Ashley Padilla: Opción 2
[11/11/24, 1:08:25 p. m.] Ashley Padilla: Jajajaj
[11/11/24, 1:08:26 p. m.] Felix: A nosotros no nos sirve que lo muevan
[11/11/24, 1:08:27 p. m.] Venegas: Ish
[11/11/24, 1:08:29 p. m.] Venegas: x2
[11/11/24, 1:08:31 p. m.] Ashley Padilla: Por eso
[11/11/24, 1:08:32 p. m.] Venegas: Voy hablar entonces
[11/11/24, 1:08:42 p. m.] Corella: Me parece
[11/11/24, 1:08:51 p. m.] Gustavo Amador: Repitan las opciones
[11/11/24, 1:09:00 p. m.] Venegas: Proyect y examen
[11/11/24, 1:09:04 p. m.] Ashley Padilla: Mover a lunes presencial o mantenerlo virtual
[11/11/24, 1:09:15 p. m.] Javier Hernández: La primera es una opción put
[11/11/24, 1:10:30 p. m.] Ashley Padilla: Adaptarlo mejor = más difícil
‎[11/11/24, 1:10:51 p. m.] Sofía Bocker: ‎sticker omitido
[11/11/24, 1:11:07 p. m.] Gustavo Amador: Me preocupa
‎[12/11/24, 5:18:16 p. m.] Ashley Padilla: ‎imagen omitida
[12/11/24, 5:18:22 p. m.] Ashley Padilla: Se siguieron cayendo árboles en finca 1
[12/11/24, 5:18:29 p. m.] Ashley Padilla: De fijo suspenden el resto de la semana
[12/11/24, 5:18:29 p. m.] Corella: Si
[12/11/24, 5:18:45 p. m.] Juan Pablo M.: en repretel dijeron eso ahora jaja
[12/11/24, 5:18:51 p. m.] Corella: Ahí estaban rotando esto
[12/11/24, 5:18:52 p. m.] Juan Pablo M.: así que fijo sí
[12/11/24, 5:19:03 p. m.] Corella: https://forms.gle/WBdUWNmGVLQSXNXk7
[12/11/24, 5:19:29 p. m.] Javier Hernández: **Hecho por Dixon**
‎[12/11/24, 5:19:35 p. m.] Venegas: ‎imagen omitida
[12/11/24, 5:19:36 p. m.] Corella: JAJAJAJA
[12/11/24, 5:19:45 p. m.] Juan Pablo M.: JAJAJAJ
[12/11/24, 5:19:59 p. m.] Venegas: No estoy poniendo atención en clase, pero
[12/11/24, 5:20:02 p. m.] Venegas: MUCHA CLASE PROFE
‎[12/11/24, 5:20:05 p. m.] Venegas: ‎sticker omitido
[12/11/24, 5:20:15 p. m.] Gerard: Ustedes firmaron?
[12/11/24, 5:20:21 p. m.] Venegas: nOPE
[12/11/24, 5:20:24 p. m.] Juan Pablo M.: Ventajas de faltar
[12/11/24, 5:20:24 p. m.] Venegas: Aún
[12/11/24, 5:20:33 p. m.] Juan Pablo M.: hace rato sí
[12/11/24, 5:20:42 p. m.] Venegas: Cuando se pidió permiso para faltar qué se dijo a usted mismo?
[12/11/24, 5:20:50 p. m.] Juan Pablo M.: efectivamente
[12/11/24, 5:20:57 p. m.] Venegas: No muy mal
[12/11/24, 5:21:03 p. m.] Venegas: No tenía derecho a faltar entonces
‎[12/11/24, 5:21:35 p. m.] Juan Pablo M.: ‎sticker omitido
‎[12/11/24, 5:24:31 p. m.] Javier Hernández: ‎sticker omitido
[12/11/24, 5:32:57 p. m.] Venegas: Mae
[12/11/24, 5:33:03 p. m.] Venegas: No se pueden llevar fórmulas
[12/11/24, 5:33:04 p. m.] Venegas: No mame
‎[12/11/24, 5:33:08 p. m.] Venegas: ‎sticker omitido
[12/11/24, 5:33:28 p. m.] Venegas: Bermudez; Sé que son muchas, pero aprendanselas
[12/11/24, 5:33:29 p. m.] Venegas: KJASJKAJKSAKJSAKJS
[12/11/24, 5:33:30 p. m.] Juan Pablo M.: él da no?
[12/11/24, 5:33:32 p. m.] Venegas: PUTA SAL
[12/11/24, 5:33:32 p. m.] Juan Pablo M.: qué
[12/11/24, 5:33:51 p. m.] Juan Pablo M.: pídale cacao a ver si deja de hacerle caso a Ifigenia
[12/11/24, 5:34:06 p. m.] Venegas: Mae
[12/11/24, 5:34:07 p. m.] Venegas: sUAVE
[12/11/24, 5:34:11 p. m.] Venegas: Ya le pregunté a jacha
[12/11/24, 5:34:12 p. m.] Venegas: Mejor
[12/11/24, 5:34:23 p. m.] Venegas: Nos va a pasar un forro con fórmulas
[12/11/24, 5:34:25 p. m.] Venegas: Importantes
[12/11/24, 5:34:34 p. m.] Corella: Ah bueno
[12/11/24, 5:34:41 p. m.] Venegas: y que el día de la práctica hablamos
[12/11/24, 5:35:08 p. m.] Venegas: Ah oka
[12/11/24, 5:35:11 p. m.] Venegas: Si da las fórmulas
[12/11/24, 5:35:12 p. m.] Venegas: Todo bien
[12/11/24, 5:35:29 p. m.] Venegas: Es consejo: De familiaricense con las fórmulas jajaja
[12/11/24, 5:36:17 p. m.] Javier Hernández: Venegas enredando a todos
[12/11/24, 5:36:22 p. m.] Javier Hernández: Hasta el profe quedó confundido jajaja
[12/11/24, 5:36:24 p. m.] Venegas: Jajajaja
[12/11/24, 5:36:30 p. m.] Venegas: Mae pero ya quedó bien clarito
[12/11/24, 5:36:33 p. m.] Venegas: El da las fórmulas
‎[13/11/24, 1:14:25 p. m.] Venegas: Comunicado CIAE-18-2024.pdf • ‎3 páginas ‎documento omitido
[13/11/24, 7:12:59 p. m.] ~ Heizel Obando Leiva: ‎Cambió tu código de seguridad con ‪+506 8982 2719‬.
[15/11/24, 11:57:14 a. m.] Ashley Padilla: Holi, si alguien tiene la foto grupal con Maikol el semestre pasado me la puede pasar por fi?
Yo pensé que la tenía el, pero al parecer no porque la está pidiendo
[15/11/24, 11:57:15 a. m.] Ashley Padilla: Gracias
‎[15/11/24, 11:57:17 a. m.] Ashley Padilla: ‎sticker omitido
[15/11/24, 11:59:29 a. m.] Ashley Padilla: Mirá si tenés razón. Acá la tengo. Estaba enterrada en todas las fotos
[15/11/24, 11:59:32 a. m.] Ashley Padilla: Ya no jajajajaj
‎[15/11/24, 12:02:49 p. m.] Ashley Padilla: ‎imagen omitida
[15/11/24, 10:35:48 p. m.] Dixon Montero: Mae soy yo o los negros están del lado izquierdo y los blancos del contrario?👀
[19/11/24, 6:36:27 p. m.] Venegas: Oiga
[19/11/24, 6:36:36 p. m.] Venegas: Pero Ifigenia corrige presentaciones
[19/11/24, 6:36:41 p. m.] Venegas: Como si la mae diera buenas clases
[19/11/24, 6:36:47 p. m.] Corella: Legal
[19/11/24, 6:36:52 p. m.] Luis Fer Amey: Como si hicera presentaciones
[19/11/24, 6:36:52 p. m.] Juan Pablo M.: legal
[19/11/24, 6:36:53 p. m.] Venegas: Cobra como si chambeara
[19/11/24, 6:36:59 p. m.] Venegas: Como si ella no llega a leer todo
[19/11/24, 6:36:59 p. m.] Juan Pablo M.: alchile
[19/11/24, 6:37:04 p. m.] Juan Pablo M.: cuando criticamos las de ella?
[19/11/24, 6:37:08 p. m.] Juan Pablo M.: o las de Kemly más bien
[19/11/24, 6:37:10 p. m.] Luis Fer Amey: ahora mismo
[19/11/24, 6:37:29 p. m.] Javier Hernández: Cómo que para Rachell??
[19/11/24, 6:37:35 p. m.] Venegas: JKAKJSAJKSAJKSASAS
[19/11/24, 6:37:36 p. m.] Luis Fer Amey: JAJAJAJJ
[19/11/24, 6:37:38 p. m.] Juan Pablo M.: ah no Ifigenia jajajajaja
[19/11/24, 6:37:41 p. m.] Javier Hernández: Vio ese hachazo
[19/11/24, 6:37:42 p. m.] Venegas: Anda jugando mucho de viva
[19/11/24, 6:37:44 p. m.] Venegas: Esta hpta
[19/11/24, 6:38:09 p. m.] Luis Fer Amey: nah nah fue suficiente, vamos a sacar la herramienta misteriosa
[19/11/24, 6:38:13 p. m.] Anthony: ci
[19/11/24, 6:38:16 p. m.] Juan Pablo M.: está bien chicos 🥰
[19/11/24, 6:38:26 p. m.] Venegas: Mae honestamente la primera observación que les hizo, de indicar si era anual o no la prima, está bien
Pero mae se pasó como le habló
[19/11/24, 6:38:34 p. m.] Venegas: Con lo de la tasa de inflación
[19/11/24, 6:38:35 p. m.] Venegas: El tonito
[19/11/24, 6:38:35 p. m.] Juan Pablo M.: échele miel
[19/11/24, 6:38:39 p. m.] Venegas: Me infló los webos
[19/11/24, 6:38:42 p. m.] Venegas: Que carepicha
[19/11/24, 6:38:43 p. m.] Venegas: Que es
[19/11/24, 6:38:44 p. m.] Venegas: Rajado
[19/11/24, 6:39:14 p. m.] Luis Fer Amey: "Dejeme ver los nombres"
[19/11/24, 6:39:18 p. m.] Anthony: Feliz: 🗿
[19/11/24, 6:39:18 p. m.] Luis Fer Amey: 💀
[19/11/24, 6:39:27 p. m.] Javier Hernández: Feliz: 😊
[19/11/24, 6:39:50 p. m.] Venegas: O sea, no exponen mujeres
[19/11/24, 6:39:51 p. m.] Gustavo Amador: Sosteniendo el Cimpa
[19/11/24, 6:39:53 p. m.] Venegas: Se salvó Sofía
[19/11/24, 6:39:55 p. m.] Venegas: OOOOOOO
[19/11/24, 6:39:58 p. m.] Venegas: Le toca a Sofia
[19/11/24, 6:40:02 p. m.] Venegas: Por no poner mujeres antes
[19/11/24, 6:40:03 p. m.] Venegas: XDDDDDDD
[19/11/24, 6:40:34 p. m.] Sofía Bocker: De fijo jajaj
[19/11/24, 6:40:47 p. m.] Venegas: La profe: Felix 
Felix: 🧍🏻
[19/11/24, 6:59:10 p. m.] Venegas: Felix:
‎[19/11/24, 6:59:12 p. m.] Venegas: ‎sticker omitido
[19/11/24, 7:00:48 p. m.] Venegas: La profe: No les enseñé nada
[19/11/24, 7:00:50 p. m.] Venegas: PERO LO LOGRARON
[19/11/24, 7:00:52 p. m.] Venegas: Unos pros
[19/11/24, 7:02:33 p. m.] Venegas: jAVI Y TONY
[19/11/24, 7:02:36 p. m.] Venegas: Me las corto
[19/11/24, 7:02:39 p. m.] Venegas: puta
[19/11/24, 7:02:40 p. m.] Venegas: Casi
[19/11/24, 7:02:41 p. m.] Venegas: KJAJKSAKJSAS
[19/11/24, 7:27:15 p. m.] Venegas: JAJKASJKAJKSAKJSAJKSAJKSAKJSAJKSA
[19/11/24, 7:27:18 p. m.] Venegas: Di si
[19/11/24, 7:27:20 p. m.] Venegas: Culiada
[19/11/24, 7:27:25 p. m.] Venegas: Ánimos Sofi
[19/11/24, 7:27:39 p. m.] Venegas: Mufamos
[19/11/24, 7:27:45 p. m.] Corella: JAJAJJA
[19/11/24, 7:27:49 p. m.] Venegas: Voy muando de mi grupo a ver si la pego: Ash y Juanpa
[19/11/24, 7:27:50 p. m.] Venegas: JAJAJAJA
[19/11/24, 7:27:56 p. m.] Venegas: Ash, la profe la quiere poner a exponer
[19/11/24, 7:28:02 p. m.] Venegas: Le anda hambre
[19/11/24, 7:28:13 p. m.] Corella: ‎Se eliminó este mensaje.
[19/11/24, 7:28:48 p. m.] Corella: Suerte Sofi! :D
[19/11/24, 7:52:03 p. m.] Venegas: No creo que haya sido la nota técnica
[19/11/24, 7:52:05 p. m.] Venegas: Y usted cómo sabe
[19/11/24, 7:52:07 p. m.] Venegas: Carpeinga
‎[19/11/24, 7:52:10 p. m.] Venegas: ‎sticker omitido
‎[19/11/24, 7:52:10 p. m.] Venegas: ‎sticker omitido
‎[19/11/24, 7:52:12 p. m.] Venegas: ‎sticker omitido
‎[19/11/24, 7:52:14 p. m.] Venegas: ‎sticker omitido
‎[19/11/24, 7:52:20 p. m.] Venegas: ‎sticker omitido
[19/11/24, 7:55:02 p. m.] Venegas: KLADKAKLÑSAÑKLSA
[19/11/24, 7:55:03 p. m.] Venegas: Mae
[19/11/24, 7:55:07 p. m.] Venegas: LE ANDA HAMBRE
[19/11/24, 7:55:10 p. m.] Venegas: LE ANDA HAMBRE MAE
[19/11/24, 7:55:11 p. m.] Venegas: JKASKJAKJSAKJSAJKSAKJSAS
[19/11/24, 7:55:12 p. m.] Venegas: Di si
[19/11/24, 7:55:14 p. m.] Venegas: KJASKJAKJAKJDAKJSJKÑASJKÑADA
[19/11/24, 7:55:16 p. m.] Venegas: Mae sabe
[19/11/24, 7:55:19 p. m.] Venegas: Fijo ya no la llama
[19/11/24, 7:55:22 p. m.] Ashley Padilla: Diay si jaja
[19/11/24, 7:55:22 p. m.] Venegas: Porque se ve muy ceñida
[19/11/24, 7:55:23 p. m.] Venegas: JKAJKSKJASJKASJKAS
[19/11/24, 7:55:25 p. m.] Venegas: Se salvó hpta
[19/11/24, 7:55:30 p. m.] Venegas: Hpta más lechera
[19/11/24, 7:55:50 p. m.] Corella: Buena suerte
[19/11/24, 8:15:21 p. m.] Corella: Qué suerte
[19/11/24, 8:15:26 p. m.] Venegas: GRACIAS DIOS
[19/11/24, 8:15:29 p. m.] Venegas: ME HAS MIRADO A LOS OJOS
[19/11/24, 8:15:35 p. m.] Venegas: 😫😫😫😫😫
[19/11/24, 8:15:37 p. m.] Venegas: Gracias DIOS
[19/11/24, 8:15:53 p. m.] Venegas: Y les dije que ya no iba a poner a Ash
[19/11/24, 8:15:55 p. m.] Venegas: Era obvio
[25/11/24, 3:15:05 p. m.] Santiago Actuariales:
‎[25/11/24, 3:15:05 p. m.] Santiago Actuariales: ‎imagen omitida
‎[25/11/24, 3:15:05 p. m.] Santiago Actuariales: ‎imagen omitida
‎[25/11/24, 3:15:05 p. m.] Santiago Actuariales: ‎imagen omitida
‎[25/11/24, 3:15:06 p. m.] Santiago Actuariales: ‎imagen omitida
‎[25/11/24, 3:15:06 p. m.] Santiago Actuariales: ‎imagen omitida
‎[25/11/24, 3:15:06 p. m.] Santiago Actuariales: ‎imagen omitida
‎[25/11/24, 3:15:06 p. m.] Santiago Actuariales: ‎imagen omitida
‎[25/11/24, 3:15:07 p. m.] Santiago Actuariales: ‎imagen omitida
[25/11/24, 3:15:19 p. m.] Santiago Actuariales: Eso es lo que vimos hoy en análisis
[25/11/24, 3:15:45 p. m.] Gerard: Gracias !!
‎[26/11/24, 10:54:39 p. m.] Luis Fer Amey: ‎imagen omitida
‎[26/11/24, 10:54:40 p. m.] Luis Fer Amey: ‎imagen omitida
‎[26/11/24, 10:54:40 p. m.] Luis Fer Amey: ‎imagen omitida
‎[26/11/24, 10:54:41 p. m.] Luis Fer Amey: ‎imagen omitida
‎[26/11/24, 10:54:41 p. m.] Luis Fer Amey: ‎imagen omitida
‎[26/11/24, 10:54:42 p. m.] Luis Fer Amey: ‎imagen omitida
[26/11/24, 10:55:13 p. m.] Gerard: Gracias!!
[26/11/24, 11:11:00 p. m.] Venegas: El que no haga la evaluación docente de Ifigenia lo apuñalo
‎[26/11/24, 11:11:12 p. m.] Venegas: ‎sticker omitido
‎[27/11/24, 5:24:43 p. m.] Venegas: ‎imagen omitida
‎[27/11/24, 5:24:53 p. m.] Venegas: ‎imagen omitida
[27/11/24, 5:25:07 p. m.] Venegas: Ojalá quede Ifigenia🥺🥺🥺❤️
[6/12/24, 7:40:09 a. m.] Gerard: ‎Cambió tu código de seguridad con Gerard.
[7/12/24, 9:44:23 a. m.] Anthony: ‎Cambió tu código de seguridad con Anthony.
[7/12/24, 2:34:50 p. m.] Gerard: Alguno que no tenga entrada para la fiesta de hoy y quiera ir ?🫣 
Es que salí ayer y ya no quiero ir, solo quiero recuperar la plata, no lucrar …🥺
[9/12/24, 8:10:59 p. m.] ~ Heizel Obando Leiva: ‎‎~ Heizel Obando Leiva cambió su número de teléfono. ‎Toca para enviar un mensaje o añadir el nuevo número.
[10/12/24, 10:38:03 a. m.] Marco Guardia: Alguno sabe cuando sube álvaro notas?
[10/12/24, 1:40:07 p. m.] Dixon Montero: Las paso por correo
[10/12/24, 1:53:47 p. m.] Venegas: Dixon mi amor, yo no lo quiero tratar mal bebé lindo
[10/12/24, 1:53:59 p. m.] Venegas: Pero puede enviar un pantallazo de donde ya le llegó el correo?
[10/12/24, 1:54:02 p. m.] Venegas: 🤔🤔🤔🤔
[10/12/24, 1:54:12 p. m.] Corella: X2
[10/12/24, 1:54:13 p. m.] Venegas: A ver si le mento lo que se llama descendencia
[10/12/24, 1:54:19 p. m.] Juan Pablo M.: jajajsuwjsjsuwuqjsuqiaja
[10/12/24, 1:54:20 p. m.] Ashley Padilla: X3
[10/12/24, 1:54:21 p. m.] Venegas: Malparido imbecil
‎[10/12/24, 1:57:52 p. m.] Dixon Montero: ‎imagen omitida
[10/12/24, 1:58:26 p. m.] Javier Hernández: El favorito del profe
[10/12/24, 1:58:34 p. m.] Corella: Legal
[10/12/24, 1:58:44 p. m.] Juan Pablo M.: totalmente
‎[10/12/24, 1:58:44 p. m.] Dixon Montero: ‎sticker omitido
[10/12/24, 1:58:55 p. m.] Juan Pablo M.: el domingo se las envío ah no
[10/12/24, 1:59:04 p. m.] Dixon Montero: Lo que deja saber arbitrar
[10/12/24, 1:59:10 p. m.] Juan Pablo M.: de puro pegarle los besos
[10/12/24, 2:01:53 p. m.] Marco Guardia: se la envió hace dos dias :O
[10/12/24, 2:02:05 p. m.] Marco Guardia: Solo a dixon se las han enviado??
[10/12/24, 2:02:21 p. m.] Corella: Hpt, no había visto eso jajaja
[10/12/24, 2:02:26 p. m.] Corella: Definitivamente el favorito
[10/12/24, 2:02:35 p. m.] Marco Guardia: a mi no me han ni subido la parte virgual del primer examen
